Row,Vaccine,Geography Type,Geography,Season,Personnel Type,Estimate (%),95% CI (%),Sample Size,,Check State,,
894,Seasonal Influenza,States,Florida,2016-17,Licensed Independent Practitioners,49.9,,"82,940",,,,
895,Seasonal Influenza,States,Georgia,2016-17,Licensed Independent Practitioners,75.5,,"28,928",,,,
896,Seasonal Influenza,States,Hawaii,2016-17,Licensed Independent Practitioners,73.4,,"2,651",,,,
897,Seasonal Influenza,States,Idaho,2016-17,Licensed Independent Practitioners,72.8,,"3,756",,,,
898,Seasonal Influenza,States,Illinois,2016-17,Licensed Independent Practitioners,64.2,,"49,469",,,,
899,Seasonal Influenza,States,Indiana,2016-17,Licensed Independent Practitioners,82.5,,"30,226",,,,
900,Seasonal Influenza,States,Iowa,2016-17,Licensed Independent Practitioners,80,,"9,114",,,,
901,Seasonal Influenza,States,Kansas,2016-17,Licensed Independent Practitioners,80.3,,"10,998",,,,
902,Seasonal Influenza,States,Kentucky,2016-17,Licensed Independent Practitioners,52.8,,"15,911",,,,
903,Seasonal Influenza,States,Louisiana,2016-17,Licensed Independent Practitioners,72.1,,"19,351",,,,
904,Seasonal Influenza,States,Maine,2016-17,Licensed Independent Practitioners,77,,"1,625",,,,
905,Seasonal Influenza,States,Maryland,2016-17,Licensed Independent Practitioners,94.1,,"17,455",,,,
906,Seasonal Influenza,States,Massachusetts,2016-17,Licensed Independent Practitioners,91.4,,"34,622",,,,
907,Seasonal Influenza,States,Michigan,2016-17,Licensed Independent Practitioners,79.6,,"30,046",,,,
908,Seasonal Influenza,States,Minnesota,2016-17,Licensed Independent Practitioners,74.8,,"15,810",,,,
909,Seasonal Influenza,States,Mississippi,2016-17,Licensed Independent Practitioners,53.4,,"7,007",,,,
910,Seasonal Influenza,States,Missouri,2016-17,Licensed Independent Practitioners,80.9,,"24,442",,,,
911,Seasonal Influenza,States,Montana,2016-17,Licensed Independent Practitioners,59.3,,"2,120",,,,
912,Seasonal Influenza,States,Nebraska,2016-17,Licensed Independent Practitioners,73.4,,"11,876",,,,
913,Seasonal Influenza,States,Nevada,2016-17,Licensed Independent Practitioners,46.1,,"13,717",,,,
914,Seasonal Influenza,States,New Hampshire,2016-17,Licensed Independent Practitioners,83.2,,"3,527",,,,
915,Seasonal Influenza,States,New Jersey,2016-17,Licensed Independent Practitioners,60.8,,"39,280",,,,
916,Seasonal Influenza,States,New Mexico,2016-17,Licensed Independent Practitioners,60.2,,"4,663",,,,
917,Seasonal Influenza,States,New York,2016-17,Licensed Independent Practitioners,74.5,,"61,708",,,,
918,Seasonal Influenza,States,North Carolina,2016-17,Licensed Independent Practitioners,86.5,,"29,149",,,,
919,Seasonal Influenza,States,North Dakota,2016-17,Licensed Independent Practitioners,76.9,,"1,046",,,,
920,Seasonal Influenza,States,Ohio,2016-17,Licensed Independent Practitioners,65.2,,"33,637",,,,
921,Seasonal Influenza,States,Oklahoma,2016-17,Licensed Independent Practitioners,64.4,,"12,640",,,,
922,Seasonal Influenza,States,Oregon,2016-17,Licensed Independent Practitioners,72.7,,"8,774",,,,
923,Seasonal Influenza,States,Pennsylvania,2016-17,Licensed Independent Practitioners,79.8,,"46,787",,,,
924,Seasonal Influenza,National,United States,2016-17,Licensed Independent Practitioners,71.8,,"1,138,358",,,,
925,Seasonal Influenza,States,Rhode Island,2016-17,Licensed Independent Practitioners,95.5,,"6,581",,,,
926,Seasonal Influenza,States,South Carolina,2016-17,Licensed Independent Practitioners,68.8,,"10,934",,,,
927,Seasonal Influenza,States,South Dakota,2016-17,Licensed Independent Practitioners,94.6,,"2,738",,,,
928,Seasonal Influenza,States,Tennessee,2016-17,Licensed Independent Practitioners,75.1,,"25,408",,,,
929,Seasonal Influenza,States,Texas,2016-17,Licensed Independent Practitioners,65.3,,"98,293",,,,
930,Seasonal Influenza,States,Utah,2016-17,Licensed Independent Practitioners,91.7,,"12,359",,,,
931,Seasonal Influenza,States,Vermont,2016-17,Licensed Independent Practitioners,72.7,,491,,,,
932,Seasonal Influenza,States,Virginia,2016-17,Licensed Independent Practitioners,72.3,,"26,011",,,,
933,Seasonal Influenza,States,Washington,2016-17,Licensed Independent Practitioners,80.4,,"26,941",,,,
934,Seasonal Influenza,States,West Virginia,2016-17,Licensed Independent Practitioners,69.5,,"5,346",,,,
935,Seasonal Influenza,States,Wisconsin,2016-17,Licensed Independent Practitioners,88.6,,"25,669",,,,
936,Seasonal Influenza,States,Wyoming,2016-17,Licensed Independent Practitioners,82,,"1,331",,,,
937,Seasonal Influenza,States,Alabama,2017-18,Licensed Independent Practitioners,63.6,,"15,600",,,,
938,Seasonal Influenza,States,Alaska,2017-18,Licensed Independent Practitioners,44,,"2,372",,,,
939,Seasonal Influenza,States,Arizona,2017-18,Licensed Independent Practitioners,77.6,,"29,787",,,,
940,Seasonal Influenza,States,Arkansas,2017-18,Licensed Independent Practitioners,51.1,,"8,020",,,,
941,Seasonal Influenza,States,California,2017-18,Licensed Independent Practitioners,72.8,,"134,963",,,,
942,Seasonal Influenza,States,Colorado,2017-18,Licensed Independent Practitioners,97,,"28,778",,,,
943,Seasonal Influenza,States,Connecticut,2017-18,Licensed Independent Practitioners,90.7,,"13,230",,,,
944,Seasonal Influenza,States,Delaware,2017-18,Licensed Independent Practitioners,76.1,,"2,843",,,,
945,Seasonal Influenza,States,District of Columbia,2017-18,Licensed Independent Practitioners,95.9,,"3,168",,,,
946,Seasonal Influenza,States,Florida,2017-18,Licensed Independent Practitioners,54.5,,"83,616",,,,
947,Seasonal Influenza,States,Georgia,2017-18,Licensed Independent Practitioners,76.2,,"30,810",,,,
948,Seasonal Influenza,States,Hawaii,2017-18,Licensed Independent Practitioners,76.4,,"3,443",,,,
949,Seasonal Influenza,States,Idaho,2017-18,Licensed Independent Practitioners,65.2,,"5,606",,,,
950,Seasonal Influenza,States,Illinois,2017-18,Licensed Independent Practitioners,70.7,,"47,665",,,,
951,Seasonal Influenza,States,Indiana,2017-18,Licensed Independent Practitioners,83.3,,"35,784",,,,
952,Seasonal Influenza,States,Iowa,2017-18,Licensed Independent Practitioners,88.5,,"8,966",,,,
953,Seasonal Influenza,States,Kansas,2017-18,Licensed Independent Practitioners,81.1,,"10,718",,,,
954,Seasonal Influenza,States,Kentucky,2017-18,Licensed Independent Practitioners,65,,"12,177",,,,
955,Seasonal Influenza,States,Louisiana,2017-18,Licensed Independent Practitioners,70.8,,"20,633",,,,
956,Seasonal Influenza,States,Maine,2017-18,Licensed Independent Practitioners,69.9,,"2,106",,,,
957,Seasonal Influenza,States,Maryland,2017-18,Licensed Independent Practitioners,93.2,,"21,604",,,,
958,Seasonal Influenza,States,Massachusetts,2017-18,Licensed Independent Practitioners,92.7,,"33,856",,,,
959,Seasonal Influenza,States,Michigan,2017-18,Licensed Independent Practitioners,78.5,,"28,331",,,,
960,Seasonal Influenza,States,Minnesota,2017-18,Licensed Independent Practitioners,77.6,,"17,230",,,,
961,Seasonal Influenza,States,Mississippi,2017-18,Licensed Independent Practitioners,57.8,,"6,139",,,,
962,Seasonal Influenza,States,Missouri,2017-18,Licensed Independent Practitioners,81.3,,"22,195",,,,
963,Seasonal Influenza,States,Montana,2017-18,Licensed Independent Practitioners,71.7,,"1,963",,,,
964,Seasonal Influenza,States,Nebraska,2017-18,Licensed Independent Practitioners,81.8,,"8,308",,,,
965,Seasonal Influenza,States,Nevada,2017-18,Licensed Independent Practitioners,42.1,,"15,387",,,,
966,Seasonal Influenza,States,New Hampshire,2017-18,Licensed Independent Practitioners,85.1,,"3,322",,,,
967,Seasonal Influenza,States,New Jersey,2017-18,Licensed Independent Practitioners,68.9,,"39,674",,,,
968,Seasonal Influenza,States,New Mexico,2017-18,Licensed Independent Practitioners,61.5,,"4,289",,,,
969,Seasonal Influenza,States,New York,2017-18,Licensed Independent Practitioners,77.5,,"74,585",,,,
970,Seasonal Influenza,States,North Carolina,2017-18,Licensed Independent Practitioners,89.2,,"36,166",,,,
971,Seasonal Influenza,States,North Dakota,2017-18,Licensed Independent Practitioners,89.2,,"1,379",,,,
972,Seasonal Influenza,States,Ohio,2017-18,Licensed Independent Practitioners,52.8,,"37,950",,,,
973,Seasonal Influenza,States,Oklahoma,2017-18,Licensed Independent Practitioners,78.8,,"12,635",,,,
974,Seasonal Influenza,States,Oregon,2017-18,Licensed Independent Practitioners,77.2,,"8,901",,,,
975,Seasonal Influenza,States,Pennsylvania,2017-18,Licensed Independent Practitioners,86.8,,"55,760",,,,
976,Seasonal Influenza,National,United States,2017-18,Licensed Independent Practitioners,75.4,,"1,186,744",,,,
977,Seasonal Influenza,States,Rhode Island,2017-18,Licensed Independent Practitioners,97.5,,"6,148",,,,
978,Seasonal Influenza,States,South Carolina,2017-18,Licensed Independent Practitioners,77,,"14,757",,,,
979,Seasonal Influenza,States,South Dakota,2017-18,Licensed Independent Practitioners,90.8,,"2,928",,,,
980,Seasonal Influenza,States,Tennessee,2017-18,Licensed Independent Practitioners,75.8,,"23,082",,,,
981,Seasonal Influenza,States,Texas,2017-18,Licensed Independent Practitioners,69.6,,"104,196",,,,
982,Seasonal Influenza,States,Utah,2017-18,Licensed Independent Practitioners,88.3,,"11,906",,,,
983,Seasonal Influenza,States,Vermont,2017-18,Licensed Independent Practitioners,81.2,,810,,,,
984,Seasonal Influenza,States,Virginia,2017-18,Licensed Independent Practitioners,79,,"26,403",,,,
985,Seasonal Influenza,States,Washington,2017-18,Licensed Independent Practitioners,88.3,,"30,679",,,,
986,Seasonal Influenza,States,West Virginia,2017-18,Licensed Independent Practitioners,73.3,,"5,873",,,,
987,Seasonal Influenza,States,Wisconsin,2017-18,Licensed Independent Practitioners,91,,"28,574",,,,
988,Seasonal Influenza,States,Wyoming,2017-18,Licensed Independent Practitioners,81.8,,"1,429",,,,
989,Seasonal Influenza,States,Alabama,2018-19,Licensed Independent Practitioners,71.4,,"17,655",,,,
990,Seasonal Influenza,States,Alaska,2018-19,Licensed Independent Practitioners,62.6,,"2,774",,,,
991,Seasonal Influenza,States,Arizona,2018-19,Licensed Independent Practitioners,88.2,,"25,810",,,,
992,Seasonal Influenza,States,Arkansas,2018-19,Licensed Independent Practitioners,59,,"6,321",,,,
993,Seasonal Influenza,States,California,2018-19,Licensed Independent Practitioners,74,,"145,396",,,,
994,Seasonal Influenza,States,Colorado,2018-19,Licensed Independent Practitioners,95.4,,"31,817",,,,
995,Seasonal Influenza,States,Connecticut,2018-19,Licensed Independent Practitioners,84.5,,"11,866",,,,
996,Seasonal Influenza,States,Delaware,2018-19,Licensed Independent Practitioners,87.4,,"3,689",,,,
997,Seasonal Influenza,States,District of Columbia,2018-19,Licensed Independent Practitioners,96.4,,"2,523",,,,
998,Seasonal Influenza,States,Florida,2018-19,Licensed Independent Practitioners,57.4,,"84,288",,,,
999,Seasonal Influenza,States,Georgia,2018-19,Licensed Independent Practitioners,70.3,,"32,163",,,,
1000,Seasonal Influenza,States,Hawaii,2018-19,Licensed Independent Practitioners,81.2,,"3,128",,,,
1001,Seasonal Influenza,States,Idaho,2018-19,Licensed Independent Practitioners,87.1,,"5,125",,,,
1002,Seasonal Influenza,States,Illinois,2018-19,Licensed Independent Practitioners,73.5,,"45,735",,,,
1003,Seasonal Influenza,States,Indiana,2018-19,Licensed Independent Practitioners,81.1,,"35,501",,,,
1004,Seasonal Influenza,States,Iowa,2018-19,Licensed Independent Practitioners,86,,"8,491",,,,
1005,Seasonal Influenza,States,Kansas,2018-19,Licensed Independent Practitioners,89.9,,"10,043",,,,
1006,Seasonal Influenza,States,Kentucky,2018-19,Licensed Independent Practitioners,67.6,,"11,267",,,,
1007,Seasonal Influenza,States,Louisiana,2018-19,Licensed Independent Practitioners,76,,"21,547",,,,
1008,Seasonal Influenza,States,Maine,2018-19,Licensed Independent Practitioners,69.1,,"2,210",,,,
1009,Seasonal Influenza,States,Maryland,2018-19,Licensed Independent Practitioners,94.2,,"16,131",,,,
1010,Seasonal Influenza,States,Massachusetts,2018-19,Licensed Independent Practitioners,92.4,,"34,707",,,,
1011,Seasonal Influenza,States,Michigan,2018-19,Licensed Independent Practitioners,81.3,,"28,673",,,,
1012,Seasonal Influenza,States,Minnesota,2018-19,Licensed Independent Practitioners,79.1,,"17,943",,,,
1013,Seasonal Influenza,States,Mississippi,2018-19,Licensed Independent Practitioners,67.9,,"6,901",,,,
1014,Seasonal Influenza,States,Missouri,2018-19,Licensed Independent Practitioners,87.5,,"26,543",,,,
1015,Seasonal Influenza,States,Montana,2018-19,Licensed Independent Practitioners,73.1,,"2,127",,,,
1016,Seasonal Influenza,States,Nebraska,2018-19,Licensed Independent Practitioners,87.8,,"8,239",,,,
1017,Seasonal Influenza,States,Nevada,2018-19,Licensed Independent Practitioners,55,,"12,934",,,,
1018,Seasonal Influenza,States,New Hampshire,2018-19,Licensed Independent Practitioners,90.9,,"3,433",,,,
1019,Seasonal Influenza,States,New Jersey,2018-19,Licensed Independent Practitioners,69.2,,"39,203",,,,
1020,Seasonal Influenza,States,New Mexico,2018-19,Licensed Independent Practitioners,57.9,,"4,834",,,,
1021,Seasonal Influenza,States,New York,2018-19,Licensed Independent Practitioners,78.9,,"68,426",,,,
1022,Seasonal Influenza,States,North Carolina,2018-19,Licensed Independent Practitioners,91.1,,"33,794",,,,
1023,Seasonal Influenza,States,North Dakota,2018-19,Licensed Independent Practitioners,86.3,,"1,488",,,,
1024,Seasonal Influenza,States,Ohio,2018-19,Licensed Independent Practitioners,56.3,,"44,066",,,,
1025,Seasonal Influenza,States,Oklahoma,2018-19,Licensed Independent Practitioners,86,,"15,220",,,,
1026,Seasonal Influenza,States,Oregon,2018-19,Licensed Independent Practitioners,85,,"8,696",,,,
1027,Seasonal Influenza,States,Pennsylvania,2018-19,Licensed Independent Practitioners,88.5,,"64,890",,,,
1028,Seasonal Influenza,National,United States,2018-19,Licensed Independent Practitioners,77.1,,"1,222,090",,,,
1029,Seasonal Influenza,States,Rhode Island,2018-19,Licensed Independent Practitioners,96.1,,"6,290",,,,
1030,Seasonal Influenza,States,South Carolina,2018-19,Licensed Independent Practitioners,74.9,,"12,735",,,,
1031,Seasonal Influenza,States,South Dakota,2018-19,Licensed Independent Practitioners,89.9,,"2,546",,,,
1032,Seasonal Influenza,States,Tennessee,2018-19,Licensed Independent Practitioners,74.8,,"23,713",,,,
1033,Seasonal Influenza,States,Texas,2018-19,Licensed Independent Practitioners,70.4,,"123,029",,,,
1034,Seasonal Influenza,States,Utah,2018-19,Licensed Independent Practitioners,88.1,,"15,379",,,,
1035,Seasonal Influenza,States,Vermont,2018-19,Licensed Independent Practitioners,76.2,,990,,,,
1036,Seasonal Influenza,States,Virginia,2018-19,Licensed Independent Practitioners,75.2,,"27,782",,,,
1037,Seasonal Influenza,States,Washington,2018-19,Licensed Independent Practitioners,88.7,,"29,428",,,,
1038,Seasonal Influenza,States,West Virginia,2018-19,Licensed Independent Practitioners,80.6,,"6,865",,,,
1039,Seasonal Influenza,States,Wisconsin,2018-19,Licensed Independent Practitioners,93.2,,"26,322",,,,
1040,Seasonal Influenza,States,Wyoming,2018-19,Licensed Independent Practitioners,84.2,,"1,414",,,,
1041,Seasonal Influenza,States,Alabama,2020-21,Licensed Independent Practitioners,67.5,,"11,944",,,,
1042,Seasonal Influenza,States,Alaska,2020-21,Licensed Independent Practitioners,34.6,,"3,278",,,,
1043,Seasonal Influenza,States,Arizona,2020-21,Licensed Independent Practitioners,82.2,,"34,759",,,,
1044,Seasonal Influenza,States,Arkansas,2020-21,Licensed Independent Practitioners,87.3,,"11,447",,,,
1045,Seasonal Influenza,States,California,2020-21,Licensed Independent Practitioners,76.3,,"141,390",,,,
1046,Seasonal Influenza,States,Colorado,2020-21,Licensed Independent Practitioners,96.1,,"40,174",,,,
1047,Seasonal Influenza,States,Connecticut,2020-21,Licensed Independent Practitioners,67.9,,"11,539",,,,
1048,Seasonal Influenza,States,Delaware,2020-21,Licensed Independent Practitioners,77.2,,"1,607",,,,
1049,Seasonal Influenza,States,District of Columbia,2020-21,Licensed Independent Practitioners,93.1,,"2,102",,,,
1050,Seasonal Influenza,States,Florida,2020-21,Licensed Independent Practitioners,45.2,,"86,769",,,,
1051,Seasonal Influenza,States,Georgia,2020-21,Licensed Independent Practitioners,68.2,,"38,311",,,,
1052,Seasonal Influenza,States,Hawaii,2020-21,Licensed Independent Practitioners,76.5,,"3,439",,,,
1053,Seasonal Influenza,States,Idaho,2020-21,Licensed Independent Practitioners,79.8,,"5,401",,,,
1054,Seasonal Influenza,States,Illinois,2020-21,Licensed Independent Practitioners,72.9,,"42,388",,,,
1055,Seasonal Influenza,States,Indiana,2020-21,Licensed Independent Practitioners,72.1,,"48,751",,,,
1056,Seasonal Influenza,States,Iowa,2020-21,Licensed Independent Practitioners,90.9,,"8,489",,,,
1057,Seasonal Influenza,States,Kansas,2020-21,Licensed Independent Practitioners,82.3,,"10,270",,,,
1058,Seasonal Influenza,States,Kentucky,2020-21,Licensed Independent Practitioners,60.6,,"17,422",,,,
1059,Seasonal Influenza,States,Louisiana,2020-21,Licensed Independent Practitioners,58.5,,"19,986",,,,
1060,Seasonal Influenza,States,Maine,2020-21,Licensed Independent Practitioners,74.2,,"1,360",,,,
1061,Seasonal Influenza,States,Maryland,2020-21,Licensed Independent Practitioners,92.2,,"16,899",,,,
1062,Seasonal Influenza,States,Massachusetts,2020-21,Licensed Independent Practitioners,96.8,,"34,737",,,,
1063,Seasonal Influenza,States,Michigan,2020-21,Licensed Independent Practitioners,75.9,,"26,904",,,,
1064,Seasonal Influenza,States,Minnesota,2020-21,Licensed Independent Practitioners,82.6,,"15,595",,,,
1065,Seasonal Influenza,States,Mississippi,2020-21,Licensed Independent Practitioners,59.3,,"6,628",,,,
1066,Seasonal Influenza,States,Missouri,2020-21,Licensed Independent Practitioners,86.6,,"22,920",,,,
1067,Seasonal Influenza,States,Montana,2020-21,Licensed Independent Practitioners,61.2,,"2,263",,,,
1068,Seasonal Influenza,States,Nebraska,2020-21,Licensed Independent Practitioners,84.3,,"8,199",,,,
1069,Seasonal Influenza,States,Nevada,2020-21,Licensed Independent Practitioners,44.9,,"12,685",,,,
1070,Seasonal Influenza,States,New Hampshire,2020-21,Licensed Independent Practitioners,87.6,,"3,652",,,,
1071,Seasonal Influenza,States,New Jersey,2020-21,Licensed Independent Practitioners,69.2,,"38,226",,,,
1072,Seasonal Influenza,States,New Mexico,2020-21,Licensed Independent Practitioners,64.5,,"5,073",,,,
1073,Seasonal Influenza,States,New York,2020-21,Licensed Independent Practitioners,74.2,,"64,185",,,,
1074,Seasonal Influenza,States,North Carolina,2020-21,Licensed Independent Practitioners,90.3,,"35,975",,,,
1075,Seasonal Influenza,States,North Dakota,2020-21,Licensed Independent Practitioners,85.7,,"1,205",,,,
1076,Seasonal Influenza,States,Ohio,2020-21,Licensed Independent Practitioners,51.1,,"43,343",,,,
1077,Seasonal Influenza,States,Oklahoma,2020-21,Licensed Independent Practitioners,86.3,,"13,790",,,,
1078,Seasonal Influenza,States,Oregon,2020-21,Licensed Independent Practitioners,73,,"8,441",,,,
1079,Seasonal Influenza,States,Pennsylvania,2020-21,Licensed Independent Practitioners,88.6,,"51,059",,,,
1080,Seasonal Influenza,National,United States,2020-21,Licensed Independent Practitioners,74.2,,"1,226,674",,,,
1081,Seasonal Influenza,States,Rhode Island,2020-21,Licensed Independent Practitioners,87.6,,"6,536",,,,
1082,Seasonal Influenza,States,South Carolina,2020-21,Licensed Independent Practitioners,83.9,,"9,870",,,,
1083,Seasonal Influenza,States,South Dakota,2020-21,Licensed Independent Practitioners,88.7,,"2,627",,,,
1084,Seasonal Influenza,States,Tennessee,2020-21,Licensed Independent Practitioners,80.2,,"25,209",,,,
1085,Seasonal Influenza,States,Texas,2020-21,Licensed Independent Practitioners,69.7,,"117,285",,,,
1086,Seasonal Influenza,States,Utah,2020-21,Licensed Independent Practitioners,90.7,,"17,622",,,,
1087,Seasonal Influenza,States,Vermont,2020-21,Licensed Independent Practitioners,90.6,,625,,,,
1088,Seasonal Influenza,States,Virginia,2020-21,Licensed Independent Practitioners,66.1,,"27,236",,,,
1089,Seasonal Influenza,States,Washington,2020-21,Licensed Independent Practitioners,76.2,,"29,824",,,,
1090,Seasonal Influenza,States,West Virginia,2020-21,Licensed Independent Practitioners,78.4,,"7,361",,,,
1091,Seasonal Influenza,States,Wisconsin,2020-21,Licensed Independent Practitioners,86.2,,"28,369",,,,
1092,Seasonal Influenza,States,Wyoming,2020-21,Licensed Independent Practitioners,86.9,,"1,505",,,,
1093,Seasonal Influenza,States,Alabama,2013-14,Adult Students/Trainees and Volunteers,78.6,,"17,230",,,,
1094,Seasonal Influenza,States,Alaska,2013-14,Adult Students/Trainees and Volunteers,53.1,,"1,354",,,,
1095,Seasonal Influenza,States,Arizona,2013-14,Adult Students/Trainees and Volunteers,70.6,,"15,759",,,,
1096,Seasonal Influenza,States,Arkansas,2013-14,Adult Students/Trainees and Volunteers,78.1,,"13,444",,,,
1097,Seasonal Influenza,States,California,2013-14,Adult Students/Trainees and Volunteers,79.1,,"127,309",,,,
1098,Seasonal Influenza,States,Colorado,2013-14,Adult Students/Trainees and Volunteers,95,,"16,980",,,,
1099,Seasonal Influenza,States,Connecticut,2013-14,Adult Students/Trainees and Volunteers,87.6,,"14,704",,,,
1100,Seasonal Influenza,States,Delaware,2013-14,Adult Students/Trainees and Volunteers,95.6,,"5,530",,,,
1101,Seasonal Influenza,States,District of Columbia,2013-14,Adult Students/Trainees and Volunteers,93.6,,"2,563",,,,
1102,Seasonal Influenza,States,Florida,2013-14,Adult Students/Trainees and Volunteers,67,,"73,718",,,,
1103,Seasonal Influenza,States,Georgia,2013-14,Adult Students/Trainees and Volunteers,89.4,,"25,585",,,,
1104,Seasonal Influenza,States,Hawaii,2013-14,Adult Students/Trainees and Volunteers,62.3,,"4,319",,,,
1105,Seasonal Influenza,States,Idaho,2013-14,Adult Students/Trainees and Volunteers,74.5,,"3,724",,,,
1106,Seasonal Influenza,States,Illinois,2013-14,Adult Students/Trainees and Volunteers,81.6,,"52,792",,,,
1107,Seasonal Influenza,States,Indiana,2013-14,Adult Students/Trainees and Volunteers,86.4,,"26,653",,,,
1108,Seasonal Influenza,States,Iowa,2013-14,Adult Students/Trainees and Volunteers,83,,"16,821",,,,
1109,Seasonal Influenza,States,Kansas,2013-14,Adult Students/Trainees and Volunteers,92.2,,"13,534",,,,
1110,Seasonal Influenza,States,Kentucky,2013-14,Adult Students/Trainees and Volunteers,68.3,,"16,087",,,,
1111,Seasonal Influenza,States,Louisiana,2013-14,Adult Students/Trainees and Volunteers,77.1,,"18,486",,,,
1112,Seasonal Influenza,States,Maine,2013-14,Adult Students/Trainees and Volunteers,86.8,,"3,969",,,,
1113,Seasonal Influenza,States,Maryland,2013-14,Adult Students/Trainees and Volunteers,95.2,,"18,923",,,,
1114,Seasonal Influenza,States,Massachusetts,2013-14,Adult Students/Trainees and Volunteers,87.3,,"28,808",,,,
1115,Seasonal Influenza,States,Michigan,2013-14,Adult Students/Trainees and Volunteers,78.6,,"39,780",,,,
1116,Seasonal Influenza,States,Minnesota,2013-14,Adult Students/Trainees and Volunteers,61.9,,"18,037",,,,
1117,Seasonal Influenza,States,Mississippi,2013-14,Adult Students/Trainees and Volunteers,75.2,,"8,334",,,,
1118,Seasonal Influenza,States,Missouri,2013-14,Adult Students/Trainees and Volunteers,85.3,,"27,807",,,,
1119,Seasonal Influenza,States,Montana,2013-14,Adult Students/Trainees and Volunteers,75,,"2,446",,,,
1120,Seasonal Influenza,States,Nebraska,2013-14,Adult Students/Trainees and Volunteers,94.3,,"12,820",,,,
1121,Seasonal Influenza,States,Nevada,2013-14,Adult Students/Trainees and Volunteers,80.6,,"5,881",,,,
1122,Seasonal Influenza,States,New Hampshire,2013-14,Adult Students/Trainees and Volunteers,93.4,,"4,706",,,,
1123,Seasonal Influenza,States,New Jersey,2013-14,Adult Students/Trainees and Volunteers,50.3,,"31,571",,,,
1124,Seasonal Influenza,States,New Mexico,2013-14,Adult Students/Trainees and Volunteers,74.1,,"8,163",,,,
1125,Seasonal Influenza,States,New York,2013-14,Adult Students/Trainees and Volunteers,84.2,,"87,214",,,,
1126,Seasonal Influenza,States,North Carolina,2013-14,Adult Students/Trainees and Volunteers,88.4,,"32,996",,,,
1127,Seasonal Influenza,States,North Dakota,2013-14,Adult Students/Trainees and Volunteers,90.7,,"2,849",,,,
1128,Seasonal Influenza,States,Ohio,2013-14,Adult Students/Trainees and Volunteers,72,,"50,234",,,,
1129,Seasonal Influenza,States,Oklahoma,2013-14,Adult Students/Trainees and Volunteers,81.5,,"12,876",,,,
1130,Seasonal Influenza,States,Oregon,2013-14,Adult Students/Trainees and Volunteers,63,,"15,588",,,,
1131,Seasonal Influenza,States,Pennsylvania,2013-14,Adult Students/Trainees and Volunteers,82.5,,"63,011",,,,
1132,Seasonal Influenza,National,United States,2013-14,Adult Students/Trainees and Volunteers,79.9,,"1,168,861",,,,
1133,Seasonal Influenza,States,Rhode Island,2013-14,Adult Students/Trainees and Volunteers,96.3,,"5,197",,,,
1134,Seasonal Influenza,States,South Carolina,2013-14,Adult Students/Trainees and Volunteers,80.2,,"16,359",,,,
1135,Seasonal Influenza,States,South Dakota,2013-14,Adult Students/Trainees and Volunteers,93.3,,"4,705",,,,
1136,Seasonal Influenza,States,Tennessee,2013-14,Adult Students/Trainees and Volunteers,79.1,,"26,575",,,,
1137,Seasonal Influenza,States,Texas,2013-14,Adult Students/Trainees and Volunteers,80.3,,"68,707",,,,
1138,Seasonal Influenza,States,Utah,2013-14,Adult Students/Trainees and Volunteers,92.9,,"7,789",,,,
1139,Seasonal Influenza,States,Vermont,2013-14,Adult Students/Trainees and Volunteers,62,,"2,543",,,,
1140,Seasonal Influenza,States,Virginia,2013-14,Adult Students/Trainees and Volunteers,86.4,,"29,756",,,,
1141,Seasonal Influenza,States,Washington,2013-14,Adult Students/Trainees and Volunteers,89.6,,"23,335",,,,
1142,Seasonal Influenza,States,West Virginia,2013-14,Adult Students/Trainees and Volunteers,71.8,,"8,452",,,,
1143,Seasonal Influenza,States,Wisconsin,2013-14,Adult Students/Trainees and Volunteers,86.6,,"30,351",,,,
1144,Seasonal Influenza,States,Wyoming,2013-14,Adult Students/Trainees and Volunteers,62.8,,"2,487",,,,
1145,Seasonal Influenza,States,Alabama,2014-15,Adult Students/Trainees and Volunteers,89.1,,"15,551",,,,
1146,Seasonal Influenza,States,Alaska,2014-15,Adult Students/Trainees and Volunteers,53.2,,"1,775",,,,
1147,Seasonal Influenza,States,Arizona,2014-15,Adult Students/Trainees and Volunteers,70.3,,"18,109",,,,
1148,Seasonal Influenza,States,Arkansas,2014-15,Adult Students/Trainees and Volunteers,73.8,,"14,498",,,,
1149,Seasonal Influenza,States,California,2014-15,Adult Students/Trainees and Volunteers,81.8,,"116,249",,,,
1150,Seasonal Influenza,States,Colorado,2014-15,Adult Students/Trainees and Volunteers,96.9,,"14,504",,,,
1151,Seasonal Influenza,States,Connecticut,2014-15,Adult Students/Trainees and Volunteers,90.5,,"14,786",,,,
1152,Seasonal Influenza,States,Delaware,2014-15,Adult Students/Trainees and Volunteers,90.3,,"5,456",,,,
1153,Seasonal Influenza,States,District of Columbia,2014-15,Adult Students/Trainees and Volunteers,94,,"2,861",,,,
1154,Seasonal Influenza,States,Florida,2014-15,Adult Students/Trainees and Volunteers,72.2,,"77,629",,,,
1155,Seasonal Influenza,States,Georgia,2014-15,Adult Students/Trainees and Volunteers,89.5,,"33,332",,,,
1156,Seasonal Influenza,States,Hawaii,2014-15,Adult Students/Trainees and Volunteers,73.6,,"4,836",,,,
1157,Seasonal Influenza,States,Idaho,2014-15,Adult Students/Trainees and Volunteers,87.5,,"3,503",,,,
